Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link
198,USA,OBAMA,,Germany,Berlin,18.6.2013,19.6.2013,Met with President Joachim Gauck and Chancellor Angela Merkel.,,,
199,USA,OBAMA,,Senegal,Dakar,26.6.2013,28.6.2013,Met with President Macky Sall.,,,
200,USA,OBAMA,,South Africa,"Johannesburg, Pretoria, Cape Town",28.6.2013,1.7.2013,"Met with President Jacob Zuma and with members of the Mandela family. 
Visited Robben Island.",,,
201,USA,OBAMA,,Tanzania,Dar es Salaam,1.7.2013,2.7.2013,"Met with President Jakaya Kikwete. Laid a wreath at the memorial to the 
1998 Embassy bombing.",,,
202,USA,OBAMA,,Senegal,Dakar,2.7.2013,2.7.2013,Stopped during return to Washington.,,,
203,USA,OBAMA,,Sweden,Stockholm,4.9.2013,5.9.2013,Met with King Carl XVI Gustaf and Prime Minister John Fredrik Reinfeldt.,,,
204,USA,OBAMA,,Russia,St. Petersburg,5.9.2013,6.9.2013,Attended the G-20 Economic Summit.,,,
205,USA,OBAMA,,South Africa,Johannesburg,5.9.2013,6.9.2013,Attended memorial service for former President Nelson Mandela.,,,
206,USA,OBAMA,,Mexico,Toluca,14.2.2013,14.2.2013,Attended the North American Leaders Summit.,,,
207,USA,OBAMA,,Netherlands,"The Hague, Amsterdam",24.3.2014,25.3.2014,"Attended the World Forum the Nuclear Security Summit, and a G-7 meeting on 
the Ukrainian crisis. Met with King Willem-Alexander and President 
Nursultan Nazarbayev of Kazakhstan.",,,
208,USA,OBAMA,,Belgium,"Waregem, Brussels",25.3.2014,26.3.2014,"Attended a wreath-laying ceremony at the Flanders Field American Cemetery. 
Attended a meeting of the Council of the European Union.",,,
209,USA,OBAMA,,Italy,Rome,26.3.2014,28.3.2014,"Met with President Giorgio Napolitano and Prime Minister Matteo Renzi. 
Toured the Colosseum.",,,
210,USA,OBAMA,,Vatican City,,27.3.2014,27.3.2014,"Audience with Pope Francis and a meeting with Secretary of State Cardinal 
Pietro Parolin.",,,
211,USA,OBAMA,,Saudi Arabia,"Riyadh, Rawdat Khurain",28.3.2014,29.3.2014,Met with King Abdullah bin Abdel Aziz al-Saud.,,,
212,USA,OBAMA,,Germany,Ramstein Air Force Base,29.3.2014,29.3.2014,Visited wounded U.S. military personnel.,,,
213,USA,OBAMA,,Japan,Tokyo,22.4.2014,25.4.2014,"Met with Prime Minister Shinzo Abe and Emperor Akihito. Toured the National 
Museum of Emerging Science and Innovation. Toured the Meiji Jingu Shrine.",,,
214,USA,OBAMA,,South Korea,Seoul,25.4.2014,26.4.2014,"Met with President Park Geun-hye, attended a wreath-laying ceremony at the 
National War Memorial, and visited U.S. military personnel.",,,
215,USA,OBAMA,,Malaysia,Kuala Lumpur,26.4.2014,28.4.2014,"Met with Prime Minister Najib Razak, toured the National Mosque and the 
Malaysian Global Innovation and Creativity Center.",,,
216,USA,OBAMA,,Philippines,"Manila, Taguig",28.4.2014,29.4.2014,"Met with President Benigno S. Aquino 3rd. Attended a wreath-laying ceremony 
at the American Manila Cemetery.",,,
217,USA,OBAMA,,Afghanistan,Bagram,25.5.2014,25.5.2014,Toured the Joint Operating Center and met with U.S. military personnel.,,,
218,USA,OBAMA,,Germany,Ramstein Air Force Base,26.5.2014,26.5.2014,Stopped while returning to Washington.,,,
219,USA,OBAMA,,Poland,Warsaw,3.6.2014,4.6.2014,"Met with President Bronislaw Komorowski. Attended a Solidarity Dinner and a 
Freedom Day commemoration.",,,
220,USA,OBAMA,,Belgium,Brussels,4.6.2014,5.6.2014,"Met with King Philippe and Prime Minister Elio Di Rupo. Attended meetings 
of the G-7 leaders.",,,
221,USA,OBAMA,,France,"Paris, Omaha Beach, Benouville, Ouistreham",5.6.2014,6.6.2014,"Met with President Francois Hollande. Attended ceremonies commemorating the 
70th anniversary of the Normandy landings. Discussed the Ukrainian 
situation with Russian President Vladimir Putin.",,,
222,USA,OBAMA,,Estonia,Tallinn,3.9.2014,3.9.2014,Met with President Toomas Ilves and Prime Minister Taavi Roivas.,,,
223,USA,OBAMA,,United Kingdom,"Newport, Cardiff",3.9.2014,5.9.2014,Attended a NATO Summit Meeting. Also visited Stonehenge.,,,
224,USA,OBAMA,,China,Beijing,10.11.2014,12.11.2014,"Attended the Asia Pacific Economic Cooperation CEO Summit Meeting and the 
Trans Pacific Partnership Leaders Meeting.",,,
225,USA,OBAMA,,Myanmar,"Nay Pyi Taw, Rangoon",12.11.2014,14.11.2014,"Attended a United States of America-Association of Southeast Asian Naations Summit 
Meeting.",,,
226,USA,OBAMA,,Australia,Brisbane,15.11.2014,16.11.2014,Attended a G-20 Summit Meeting.,,,
227,USA,OBAMA,,Germany,Ramstein Air Force Base,24.1.2015,24.1.2015,Stopped en route to India.,,,
228,USA,OBAMA,,India,New Delhi,24.1.2015,27.1.2015,Met with President Pranab Mukherjee and Prime Minister Narendra Modi.,,,
229,USA,OBAMA,,Saudi Arabia,Riyadh,27.1.2015,27.1.2015,Met with King Salman bin Abdel Aziz al-Saud and senior officials.,,,
230,USA,OBAMA,,Germany,Ramstein Air Force Base,27.1.2015,27.1.2015,Stopped while returning to Washington.,,,
231,USA,OBAMA,,Jamaica,Kingston,8.4.2015,9.4.2015,Attended a CARICOM meeting.,,,
232,USA,OBAMA,,Panama,Panama City,9.4.2015,11.4.2015,Attended a Summit of the Americas meeting.,,,
233,USA,OBAMA,,Germany,"Munich, Krun, Elmau",7.6.2015,8.6.2015,Attended the G-7 Summit Meeting.,,,
234,USA,OBAMA,,Germany,Ramstein Air Force Base,24.7.2015,24.7.2015,"Stopped en route to Nairobi, Kenya.",,,
235,USA,OBAMA,,Kenya,Nairobi,24.7.2015,26.7.2015,"Attended Global Entrepreneurship Summit and met with President Uhuru 
Kenyatta. Attended a State dinner.",,,
236,USA,OBAMA,,Ethiopia,Addis Ababa,26.7.2015,28.7.2015,"Attended a meeting on South Sudan and Counterterrorism Issues and met with 
Prime Minister Hailemariam Desalegn (State dinner). Addressed the African 
Union.",,,
237,USA,OBAMA,,Germany,Ramstein Air Force Base,28.7.2015,28.7.2015,"Stopped en route from Addis Ababa, Ethiopia.",,,
238,USA,OBAMA,,Turkey,Antalya,15.11.2015,16.11.2015,Attended the G-20 Economic Summit.,,,
239,USA,OBAMA,,Philippines,Manila,17.11.2015,20.11.2015,"Attended the Trans-Pacific Partnership, Pacific Alliance, and APEC Summit 
Meetings.",,,
240,USA,OBAMA,,Malaysia,Kuala Lumpur,20.11.2015,22.11.2015,Attended ASEAN Summit Meeting.,,,
241,USA,OBAMA,,France,Paris,30.11.2015,1.12.2015,Attended the UN Climate Change Conference.,,,
242,USA,OBAMA,,Cuba,Havana,20.3.2016,22.3.2016,Met with President Raul Castro.,,,
243,USA,OBAMA,,Argentina,"Buenos Aires, San Carlos de Bariloche",23.3.2016,24.3.2016,Met with President Mauricio Macri. Toured Llao Llao Park.,,,
244,USA,OBAMA,,Germany,Ramstein Air Force Base,19.4.2016,19.4.2016,Stopped en route to Saudi Arabia.,,,
245,USA,OBAMA,,Saudi Arabia,Riyadh,20.4.2016,21.4.2016,"Met with King Salman bin Abd-al Aziz Al Saud and attended the U.S.-Gulf 
Cooperation Council Summit.",,,
246,USA,OBAMA,,United Kingdom,London,21.4.2016,24.4.2016,Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.,,,
247,USA,OBAMA,,Germany,Hannover,24.4.2016,25.4.2016,"Met with Chancellor Angela Merkel, French President Francois Hollande, 
Italian Prime Minister Matteo Renzi, and British Prime Minister David W. D. 
Cameron.",,,
248,USA,OBAMA,,Japan,Yokota Air Force Base,22.5.2016,22.5.2016,Stopped en route to Vietnam.,,,
249,USA,OBAMA,,Vietnam,"Hanoi, Ho Chi Minh City",23.5.2016,25.5.2016,Met with President Tran Dai Quang and Prime Minister Nguyen Xuan Phuc.,,,
250,USA,OBAMA,,Japan,"Shima City, Ise, Iwakuni, Hiroshima",25.5.2016,29.5.2016,"Attended the G-7 Economic Summit. Attended ceremonies at the Hiroshima 
Peace Memorial Park. .",,,
251,USA,OBAMA,,Canada,Ottawa,29.6.2016,29.6.2016,Attended the North American Leaders Summit.,,,
252,USA,OBAMA,,Poland,Warsaw,7.7.2016,9.7.2016,Attended a NATO Summit Meeting and a NATO leaders’ meeting on Afghanistan.,,,
253,USA,OBAMA,,Spain,"Madrid, Torrejon Air Base, Rota",9.7.2016,10.7.2016,"Met with Spanish political leaders at Torrejon Air Base and visited Naval 
Station Rota.",,,
254,USA,OBAMA,,China,Hangzhou,3.9.2016,5.9.2016,Attended the G-20 Summit Meeting.,,,
255,USA,OBAMA,,Laos,"Vientiane, Luang Prabang",5.9.2016,9.9.2016,"Met with President Bounnyang Vorachit and attended an East Asia Summit 
Meeting.",,,
256,USA,OBAMA,,Japan,Yokota Air Force Base,9.9.2016,9.9.2016,Stopped while returning to the United States of America.,,,
257,USA,OBAMA,,Israel,Jerusalem,30.9.2016,30.9.2016,Attended the state funeral of former President Shimon Peres.,,,
258,USA,OBAMA,,Greece,Athens,15.11.2016,16.11.2016,Met with President Prokopios Pavlopoulis and Prime Minister Alexios Tsipras.,,,
259,USA,OBAMA,,Germany,Berlin,16.11.2016,18.11.2016,"Met with Chancellor Angela Merkel, French President Francois Hollande, 
Spanish Prime Minister Mariano Rajoy, Italian Prime Minister Matteo Renzi, 
and British Prime Minister Theresa May.",,,
260,USA,OBAMA,,Peru,Lima,18.11.2016,20.11.2016,"Met with President Pedro Pablo Kuczynski and attended Trans-Pacific 
Partnership and APEC Summit Meetings.",,,
261,USA,TRUMP,,Saudi Arabia,Riyadh,20.5.2017,22.5.2017,"Met with King Salman bin Abdel Aziz Al-Saud. Signed military sales 
agreement. Met with leaders of the Gulf Cooperation Council.",,,
262,USA,TRUMP,,Israel,Jerusalem,22.5.2017,23.5.2017,"Met with President Reuven Rivlin and Prime Minister Benjamin Netanyahu. 
Visited the Western Wall and Yad Vashem.",,,
263,USA,TRUMP,,Palestine,Bethlehem,23.5.2017,23.5.2017,Met with President Mahmoud Abbas.,,,
264,USA,TRUMP,,Italy,Rome,23.5.2017,24.5.2017,Met with Prime Minister Paolo Gentiloni.,,,
265,USA,TRUMP,,Vatican City,,24.5.2017,24.5.2017,Met with Pope Francis and Secretary of State Cardinal Pietro Parolin.,,,
266,USA,TRUMP,,Belgium,Brussels,24.5.2017,25.5.2017,Attended a NATO Summit Meeting.,,,
267,USA,TRUMP,,Italy,"Taormina, Sigonella",25.5.2017,27.5.2017,"Attended the G-7 Summit Meeting. Stopped at NAS Sigonella while returning 
to the United States of America.",,,
268,USA,TRUMP,,Poland,Warsaw,5.7.2017,6.7.2017,"Met with President Andrzej Duda, delivered a public address, and addressed 
the Three Seas Summit.",,,
269,USA,TRUMP,,Germany,Hamburg,6.7.2017,8.7.2017,Attended the G-20 Summit.,,,
270,USA,TRUMP,,France,Paris,13.7.2017,14.7.2017,"Official visit. Met with President Emmanuel Macron. Commemorated Bastille 
Day and the entry of the United States of America into World War I.",,,
271,USA,TRUMP,,Japan,"Kawagoe, Tokyo",5.11.2017,7.11.2017,Met with Prime Minister Shinzo Abe and Emperor Akihito.,,,
272,USA,TRUMP,,South Korea,"Osan, Seoul",7.11.2017,8.11.2017,"Met with President Moon Jae-In. Visited U.S. Military personnel at 
Garrisons Humphreys and Yongsan.",,,
273,USA,TRUMP,,China,Beijing,8.11.2017,10.11.2017,Met with President Xi Jinping. State Dinner.,,,
274,USA,TRUMP,,Vietnam,"Danang, Hanoi",10.11.2017,12.11.2017,"Attended the APEC Economic Leaders Meeting. Met with President Tran Dai 
Quang.",,,
275,USA,TRUMP,,Philippines,Manila,12.11.2017,14.11.2017,"Met with President Rodrigo Duterte and attended the 31st ASEAN Summit 
Meeting.",,,
276,USA,TRUMP,,Switzerland,Davos,24.1.2018,26.1.2018,Attended the 2018 World Economic Forum.,,,
277,USA,TRUMP,,Canada,Charlevoix,9.6.2018,9.6.2018,Attended the G–7 meetings.,,,
278,USA,TRUMP,,Singapore,Singapore,10.6.2018,13.6.2018,"Participated in the summit with North Korean leader Kim Jong-un and 
bilateral events with Singaporean Prime Minister Lee Hsien Loong.",,,
279,USA,TRUMP,,Belgium,Brussels,10.7.2018,12.7.2018,Attended NATO Summit Meeting.,,,
280,USA,TRUMP,,United Kingdom,London,12.7.2018,13.7.2018,Met with Queen Elizabeth II and Prime Minister Theresa May.,,,
281,USA,TRUMP,,Finland,Helsinki,16.7.2018,16.7.2018,Bilateral meeting with Russian President Vladimir Putin.,,,
282,USA,TRUMP,,France,Paris,10.11.2018,11.11.2018,"Commemorated the 100th anniversary of the end of the WWI and met with 
French President Emmanuel Macron.",,,
283,USA,TRUMP,,Argentina,Buenos Aires,29.11.2018,1.12.2018,Participated in the G–20 Leaders’ Summit.,,,
284,USA,TRUMP,,Iraq,Al Asad Air Base,26.12.2018,26.12.2018,Visited with U.S. military personnelserving in Western Iraq accompanied by First Lady Melania Trump. This was the president's first trip to a U.S. combat zone.[32],,,https://www.nbcdfw.com/news/politics/Trump-Makes-Surprise-Visit-to-Troops-in-Iraq-for-Christmas-503511221.html
285,USA,TRUMP,,Germany,Ramstein Air Base,26.12.2018,27.12.2018,"Visited with United States of America Armed Forces serving in Rhineland-Palatinate,Germany.[33]",,,https://www.nbcdfw.com/news/politics/Trump-Makes-Surprise-Visit-to-Troops-in-Iraq-for-Christmas-503511221.html
286,USA,TRUMP,,Vietnam,Hanoi,26.2.2019,28.2.2019,"Attended a summit meeting with North Korean leader Kim Jong-un. Also met 
with President Nguyễn Phú Trọng and Prime Minister Nguyễn Xuân Phúc. Trump 
made a refueling stop at an airbase in Qatar on the trip to Vietnam.",,,https://en.wikipedia.org/wiki/2019_North_Korea%E2%80%93United_States_Hanoi_Summit
287,USA,TRUMP,,Japan,Tokyo,25.5.2019,28.5.2019,State Visit. Met with Emperor Naruhito and Prime Minister Shinzō Abe.,,,
288,USA,TRUMP,,United Kingdom,"London,
Portsmouth",3.6.2019,5.6.2019,"State Visit.[34] Met with Queen Elizabeth II and Prime Minister Theresa May. 
Laid a wreath on the Tomb of the Unknown Warrior in Westminster Abbey. 
Attended the 75th anniversary of D-Day commemorative ceremonies.",,,
289,USA,TRUMP,,Ireland,"Shannon,
County Clare",5.6.2019,6.6.2019,"Met with Taoiseach Leo Varadkar. Spent one night at his International golf 
resort in Doonbeg.",,,
290,USA,TRUMP,,France,"Colleville,
Caen",6.6.2019,6.6.2019,"Met with President Emmanuel Macron. Attended the 75th anniversary of D-Day 
memorial ceremonies. Visited the Normandy American Cemetery and Memorial.",,,
291,USA,TRUMP,,Ireland,"Shannon,
County Clare",6.6.2019,7.6.2019,Spent one night at his International golf resort in Doonbeg.,,,
292,USA,TRUMP,,Japan,Osaka,27.6.2019,29.6.2019,"Attended the G-20 summit. Also held bilateral meetings with Australian 
prime minister Scott Morrison, Brazilian president Jair Bolsonaro, Chinese 
president Xi Jinping, German chancellor Angela Merkel, Indian prime 
minister Narendra Modi, Japanese prime minister Shinzō Abe, Saudi crown 
prince Mohammad Bin Salman, Turkish president Recep Tayyip Erdoğan and 
Russian president Vladimir Putin.",,,https://en.wikipedia.org/wiki/2019_G20_Osaka_summit
293,USA,TRUMP,,South Korea,"Seoul,
Korean Demilitarized Zone",29.6.2019,30.6.2019,"Met with President Moon Jae-in. Visited the Korean Demilitarized Zone. 
Attended the Koreas–United States of America DMZ Summit with President Moon and North 
Korean leader Kim Jong-un at the Inter-Korean Freedom House on the southern 
side of the Joint Security Area of the Korean Demilitarized Zone. Visited 
U.S. troops at Osan Air Base.",,,
294,USA,TRUMP,,North Korea,Joint Security Area,30.6.2019,30.6.2019,"Briefly walked into the northern side of the Joint Security Area of the 
Korean Demilitarized Zone, accompanied by North Korean leader Kim Jong-un, 
becoming the first sitting U.S. president to enter North Korea.",,,
295,USA,TRUMP,,France,Biarritz,24.8.2019,26.8.2019,"Attended the 45th G7 summit at the Hôtel du Palais in Biarritz. Also held 
bilateral meetings with Australian prime minister Scott Morrison, British 
prime minister Boris Johnson, Canadian prime minister Justin Trudeau, 
Egyptian president Abdel Fattah el-Sisi, French president Emmanuel Macron, 
German chancellor Angela Merkel and Indian prime minister Narendra Modi, 
Japanese prime minister Shinzō Abe.",,,https://en.wikipedia.org/wiki/45th_G7_summit
296,USA,TRUMP,,Afghanistan,Bagram Airfield,28.11.2019,28.11.2019,President Trump and First Lady Melania Trump made an unannounced Thanksgiving visit in order to meet with American troops at Bagram Airfield in Afghanistan.[137] President Trump also held a bilateral meeting with Afghan president Ashraf Ghani and announced his administration's intention to negotiate for a ceasefire with the Taliban.[138],,,https://www.washingtonpost.com/national-security/trumps-talk-of-afghanistan-cease-fire-appears-to-surprise-the-taliban-afghan-government/2019/11/29/3a661a34-12d1-11ea-b0fc-62cc38411ebb_story.html
297,USA,TRUMP,,United Kingdom,"London, Watford",2.12.2019,4.12.2019,"President Trump and First Lady Melania Trump traveled the United Kingdom, arriving via Stansted Airport on December 2.[citation needed] On December 3, President Trump attended the 30th NATO summit.[citation needed] President Trump held bilateral meetings with NATO secretary general Jens Stoltenberg, French president Emmanuel Macron and Canadian prime minister Justin Trudeau.[citation needed] The Prince of Wales and the Duchess of Cornwall hosted President Trump and First Lady Melania Trump for tea at Clarence House.[citation needed] President Trump attended NATO dinner hosted by Queen Elizabeth II at Buckingham Palace.[citation needed] President Trump also attended NATO dinner hosted by Prime Minister Boris Johnson at 10 Downing Street.[citation needed] On December 4, President Trump held bilateral meetings with German chancellor Angela Merkel, Danish prime minister Mette Frederiksen and Italian prime minister Giuseppe Conte.[citation needed]",,,"https://uk.usembassy.gov/president-donald-j-trump-and-first-lady-melania-trump-will-travel-to-the-united-kingdom/, wikipedia"
298,Russia,Putin,,France,,9.12.2019,,Vladimir Putin arrived in�France for�the�Normandy format summit,,,http://en.kremlin.ru/events/president/trips/62331
299,Russia,Putin,,Kyrgyzstan,,28.11.2019,,CSTO summit,,,http://en.kremlin.ru/events/president/trips/62153
300,Russia,Putin,,Brasilia,,13.11.2019,,Vladimir Putin arrived in�Brasilia to�take part in�BRICS Summit,,,http://en.kremlin.ru/events/president/trips/62050
301,Russia,Putin,,Hungary,,30.10.2019,,Russian-Hungarian talks,,,http://en.kremlin.ru/events/president/trips/61948
302,Russia,Putin,,United Arab Emirates,,15.10.2019,,Russian-UAE talks,,,http://en.kremlin.ru/events/president/trips/61824
303,Russia,Putin,,Saudi Arabia,,14.10.2019,,State visit to Saudi Arabia,,,http://en.kremlin.ru/events/president/trips/61823
304,Russia,Putin,,Turkmenistan,,11.10.2019,,Meeting with President of Turkmenistan Gurbanguly Berdimuhamedov,,,http://en.kremlin.ru/events/president/trips/61796
305,Russia,Putin,,Turkey,,16.9.2019,,Vladimir Putin arrived in Turkey,,,http://en.kremlin.ru/events/president/trips/61544
306,Russia,Putin,,Mongolia,,2.9.2019,,Vladimir Putin arrived in Ulaanbaatar,,,http://en.kremlin.ru/events/president/trips/61494
307,Russia,Putin,,Finland,,21.8.2019,,Vladimir Putin arrived in Finland,,,http://en.kremlin.ru/events/president/trips/61498
308,Russia,Putin,,France,,19.8.2019,,Vladimir Putin arrived in France,,,http://en.kremlin.ru/events/president/trips/61338
,Russia,Putin,,Vatican City,,4.7.2019,,Visiting the Vatican http://en.kremlin.ru/events/president/trips/60927,,,
309,Russia,Putin,,Italy,,4.7.2019,,Vladimir Putin arrived in Italy,,,http://en.kremlin.ru/events/president/trips/60927
310,Russia,Putin,,Belarus,,30.6.2019,,Meeting with IOC President Thomas Bach,,,http://en.kremlin.ru/events/president/trips/60868
311,Russia,Putin,,Japan,,28.6.2019,,Vladimir Putin arrived in Japan to attend the G20 summit,,,http://en.kremlin.ru/events/president/trips/60867
312,Russia,Putin,,Tajikistan,,14.6.2019,,Vladimir Putin arrived in Dushanbe,,,http://en.kremlin.ru/events/president/trips/60761
313,Russia,Putin,,Kyrgyzstan,,13.6.2019,,Vladimir Putin arrived in Bishkek,,,http://en.kremlin.ru/events/president/trips/60760
314,Russia,Putin,,Kazakhstan,,28.5.2019,,Vladimir Putin arrived in Kazakhstan,,,http://en.kremlin.ru/events/president/trips/60604
315,Russia,Putin,,China,,25.4.2019,,Vladimir Putin arrived in China,,,http://en.kremlin.ru/events/president/trips/60403
316,Russia,Putin,,Kyrgyzstan,,28.3.2019,,State visit to Kyrgyzstan,,,http://en.kremlin.ru/events/president/trips/60166
317,Russia,Putin,,Serbia,,17.1.2019,,Vladimir Putin arrived in Serbia,,,http://en.kremlin.ru/events/president/trips/59698
318,Russia,Putin,,Argentina,,30.11.2018,,BRICS leaders’ meeting,,,http://en.kremlin.ru/events/president/trips/59298
