,Unnamed: 0,pop_est,continent,name,iso_a3,gdp_md_est,Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link,year
601,114,8754413,Europe,Austria,AUT,416600,335,Russia,Putin,,Austria,,6.5.2018,,Vladimir Putin arrived in Austria,,,http://en.kremlin.ru/events/president/trips/57687,2018
602,114,8754413,Europe,Austria,AUT,416600,407,Russia,Putin,,Austria,,24.6.2014,,Russian-Austrian talks,,,http://en.kremlin.ru/events/president/trips/46066,2014
603,114,8754413,Europe,Austria,AUT,416600,653,Russia,Putin,,Austria,,7.10.2004,,"Vladimir Putin arrived in Vienna, where the state funeral of the Federal President of the Austrian Republic Thomas Klestil was held",,,http://en.kremlin.ru/events/president/trips/45513,2004
604,114,8754413,Europe,Austria,AUT,416600,726,Russia,Putin,,Austria,,2.8.2001,,President Vladimir Putin had negotiations with Austria's President Thomas Klestil,,,http://en.kremlin.ru/events/president/trips/45705,2001
606,115,9850845,Europe,Hungary,HUN,267600,84,USA,W. BUSH,,Hungary,Budapest,21.6.2006,22.6.2006,"Met with President Solyom, Prime Minister Gyurcsany and commemorated the 
50th anniversary of the Hungarian Uprising.",,,,2006
607,115,9850845,Europe,Hungary,HUN,267600,301,Russia,Putin,,Hungary,,30.10.2019,,Russian-Hungarian talks,,,http://en.kremlin.ru/events/president/trips/61948,2019
608,115,9850845,Europe,Hungary,HUN,267600,346,Russia,Putin,,Hungary,,28.8.2017,,Vladimir Putin arrived in Hungary,,,http://en.kremlin.ru/events/president/trips/55484,2017
609,115,9850845,Europe,Hungary,HUN,267600,356,Russia,Putin,,Hungary,,2.2.2017,,Joint news conference with Hungarian Prime Minister Viktor Orban,,,http://en.kremlin.ru/events/president/trips/53807,2017
610,115,9850845,Europe,Hungary,HUN,267600,387,Russia,Putin,,Hungary,,17.2.2015,,Working visit to Hungary,,,http://en.kremlin.ru/events/president/trips/47707,2015
611,115,9850845,Europe,Hungary,HUN,267600,612,Russia,Putin,,Hungary,,28.2.2006,,Vladimir Putin held talks with Hungarian President Laszlo Solyom,,,http://en.kremlin.ru/events/president/trips/45582,2006
612,115,9850845,Europe,Hungary,HUN,267600,947,China,Hu Jintao,,Hungary,Budapest,6.10.2004,6.11.2004,"Hu Jintao held talks with Hungarian President Madl Ferenc., Hu Jintao met with Hungarian Prime Minister Medgyessy Peter. 
, Hu Jintao met with Szili Katalin, President of the Hungarian National Assembly. ","Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Madl Ferenc, Hu Jintao, Bo Xilai, Tang Jiaxuan, Medgyessy Peter, Hu Jintao, Bo Xilai, Tang Jiaxuan, Szili Katalin",,http://www.chinavitae.com//vip/index.php?mode=show&id=2123,2004
613,116,3474121,Europe,Moldova,MDA,18540,517,Russia,Dmitry Medvedev,,Moldova,,10.9.2009,,"A trilateral meeting took place between the presidents of Russia, Armenia and Azerbaijan â Dmitry Medvedev, Serzh Sargsyan and Ilham Aliyev",,,http://en.kremlin.ru/events/president/trips/5707,2009
614,116,3474121,Europe,Moldova,MDA,18540,691,Russia,Putin,,Moldova,,10.6.2002,,President Putin held a meeting with Moldovan President Vladimir Voronin,,,http://en.kremlin.ru/events/president/trips/48878,2002
615,116,3474121,Europe,Moldova,MDA,18540,972,China,Jiang Zemin,,Moldova,,20.7.2001,20.7.2001,European tour,Moldavian President Vladimir Voronin,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/dozys_664276/gjlb_664280/3205_664342/3207_664346/t16708.shtml,,2001
616,117,21529967,Europe,Romania,ROU,441000,28,USA,W. BUSH,,Romania,Bucharest,23.11.2002,23.11.2002,Met with President Iliescu.,,,,2002
618,117,21529967,Europe,Romania,ROU,441000,563,Russia,Putin,,Romania,,4.3.2008,,President Vladimir Putin has arrived in Bucharest,,,http://en.kremlin.ru/events/president/trips/48887,2008
619,117,21529967,Europe,Romania,ROU,441000,946,China,Hu Jintao,,Romania,Bucharest,13.6.2004,14.6.2004,"Hu Jintao held talks with Romanian President Ion Iliescu., Hu Jintao met with Romanian Prime Minister Adrian Nastase., Hu Jintao met with Romanian Chairman of Senate Nicolae Vacaroiu and Chairman of the Chamber of Deputies Valer Dorneanu. 
","Hu Jintao, Bo Xilai, Tang Jiaxuan, Ion Iliescu, Hu Jintao, Bo Xilai, Tang Jiaxuan, Adrian Nastase, Hu Jintao, Bo Xilai, Tang Jiaxuan, Nicolae Vacaroiu, Valer Dorneanu",,http://www.chinavitae.com//vip/index.php?mode=show&id=2136,2004
620,118,2823859,Europe,Lithuania,LTU,85620,27,USA,W. BUSH,,Lithuania,Vilnius,22.11.2002,23.11.2002,Met with the Presidents of the Baltic States.,,,,2002
621,119,1944643,Europe,Latvia,LVA,50650,64,USA,W. BUSH,,Latvia,Riga,5.6.2005,5.7.2005,Met with the presidents of the Baltic States.,,,,2005
623,119,1944643,Europe,Latvia,LVA,50650,961,China,Jiang Zemin,,Latvia,,6.10.2002,6.12.2002,tour in Europe,"h President of the Republic of Latvia Vaira Vike-Freiberga, Speaker of the Saeima Janis Straume, Prime Minister Andris Berzins and Minister of Foreign Affairs Indulis Berzins. The President of the Republic of Latvia hosted the state dinner in honour of President Jiang Zemin and Mrs. Wang Yeping.",https://www.mfa.gov.lv/en/news/latest-news/3245-visit-of-president-jiang-zemin-of-the-people-s-republic-of-china-to-latvia,,2002
624,120,1251581,Europe,Estonia,EST,38700,91,USA,W. BUSH,,Estonia,Tallinn,27.11.2006,28.11.2006,Met with President Ilves.,,,,2006
625,120,1251581,Europe,Estonia,EST,38700,222,USA,OBAMA,,Estonia,Tallinn,9.3.2014,9.3.2014,Met with President Toomas Ilves and Prime Minister Taavi Roivas.,,,,2014
626,120,1251581,Europe,Estonia,EST,38700,960,China,Jiang Zemin,,Estonia,Tallinn,6.12.2002,13.6.2002,tour in Europe,"Estonian Prime Minister Siim Kallas, Estonian President Arnold Ruutel",http://en.people.cn/200206/14/eng20020614_97814.shtml,https://vm.ee/en/news/chinas-president-visit-estonia,2002
627,121,80594017,Europe,Germany,DEU,3979000,18,USA,W. BUSH,,Germany,Berlin,22.5.2002,23.5.2002,Met with Chancellor Schroeder and addressed the Bundestag.,,,,2002
628,121,80594017,Europe,Germany,DEU,3979000,60,USA,W. BUSH,,Germany,"Mainz, Wiesbaden",23.2.2005,23.2.2005,Met with Chancellor Schroeder and visited U.S. military personnel.,,,,2005
629,121,80594017,Europe,Germany,DEU,3979000,85,USA,W. BUSH,,Germany,"Stralsund, Trinwillershagen",7.12.2006,14.7.2006,Met with Chancellor Merkel.,,,,2006
631,121,80594017,Europe,Germany,DEU,3979000,129,USA,W. BUSH,,Germany,Meseberg,6.10.2008,6.11.2008,Met with Chancellor Merkel.,,,,2008
633,121,80594017,Europe,Germany,DEU,3979000,152,USA,OBAMA,,Germany,"Dresden, Weimar, Landstuhl",6.4.2009,6.5.2009,"Met with Chancellor Merkel, visited the Buchenwald concentration camp and 
visited wounded U.S. military personnel.",,,,2009
634,121,80594017,Europe,Germany,DEU,3979000,198,USA,OBAMA,,Germany,Berlin,18.6.2013,19.6.2013,Met with President Joachim Gauck and Chancellor Angela Merkel.,,,,2013
635,121,80594017,Europe,Germany,DEU,3979000,212,USA,OBAMA,,Germany,Ramstein Air Force Base,29.3.2014,29.3.2014,Visited wounded U.S. military personnel.,,,,2014
636,121,80594017,Europe,Germany,DEU,3979000,218,USA,OBAMA,,Germany,Ramstein Air Force Base,26.5.2014,26.5.2014,Stopped while returning to Washington.,,,,2014
637,121,80594017,Europe,Germany,DEU,3979000,227,USA,OBAMA,,Germany,Ramstein Air Force Base,24.1.2015,24.1.2015,Stopped en route to India.,,,,2015
638,121,80594017,Europe,Germany,DEU,3979000,230,USA,OBAMA,,Germany,Ramstein Air Force Base,27.1.2015,27.1.2015,Stopped while returning to Washington.,,,,2015
640,121,80594017,Europe,Germany,DEU,3979000,234,USA,OBAMA,,Germany,Ramstein Air Force Base,24.7.2015,24.7.2015,"Stopped en route to Nairobi, Kenya.",,,,2015
641,121,80594017,Europe,Germany,DEU,3979000,237,USA,OBAMA,,Germany,Ramstein Air Force Base,28.7.2015,28.7.2015,"Stopped en route from Addis Ababa, Ethiopia.",,,,2015
642,121,80594017,Europe,Germany,DEU,3979000,244,USA,OBAMA,,Germany,Ramstein Air Force Base,19.4.2016,19.4.2016,Stopped en route to Saudi Arabia.,,,,2016
643,121,80594017,Europe,Germany,DEU,3979000,247,USA,OBAMA,,Germany,Hannover,24.4.2016,25.4.2016,"Met with Chancellor Angela Merkel, French President Francois Hollande, 
Italian Prime Minister Matteo Renzi, and British Prime Minister David W. D. 
Cameron.",,,,2016
644,121,80594017,Europe,Germany,DEU,3979000,259,USA,OBAMA,,Germany,Berlin,16.11.2016,18.11.2016,"Met with Chancellor Angela Merkel, French President Francois Hollande, 
Spanish Prime Minister Mariano Rajoy, Italian Prime Minister Matteo Renzi, 
and British Prime Minister Theresa May.",,,,2016
646,121,80594017,Europe,Germany,DEU,3979000,285,USA,TRUMP,,Germany,Ramstein Air Base,26.12.2018,27.12.2018,"Visited with United States of America Armed Forces serving in Rhineland-Palatinate,Germany.[33]",,,https://www.nbcdfw.com/news/politics/Trump-Makes-Surprise-Visit-to-Troops-in-Iraq-for-Christmas-503511221.html,2018
648,121,80594017,Europe,Germany,DEU,3979000,359,Russia,Putin,,Germany,,19.10.2016,,Vladimir Putin arrives in Berlin,,,http://en.kremlin.ru/events/president/trips/53129,2016
649,121,80594017,Europe,Germany,DEU,3979000,427,Russia,Putin,,Germany,,4.7.2013,,Vladimir Putin took part in the opening of the annual Hannover Messe,,,http://en.kremlin.ru/events/president/trips/17845,2013
650,121,80594017,Europe,Germany,DEU,3979000,445,Russia,Putin,,Germany,,6.1.2012,,Working visit to Germany,,,http://en.kremlin.ru/events/president/trips/15526,2012
651,121,80594017,Europe,Germany,DEU,3979000,452,Russia,Dmitry Medvedev,,Germany,,11.8.2011,,Meeting with President of the Federal Republic of Germany Christian Wulff,,,http://en.kremlin.ru/events/president/trips/13436,2011
652,121,80594017,Europe,Germany,DEU,3979000,457,Russia,Dmitry Medvedev,,Germany,,18.7.2011,,Dmitry Medvedev arrived in Hannover,,,http://en.kremlin.ru/events/president/trips/12025,2011
653,121,80594017,Europe,Germany,DEU,3979000,493,Russia,Dmitry Medvedev,,Germany,,6.4.2010,,Dmitry Medvedev arrived to Germany on a working visit,,,http://en.kremlin.ru/events/president/trips/7974,2010
654,121,80594017,Europe,Germany,DEU,3979000,514,Russia,Dmitry Medvedev,,Germany,,11.9.2009,,Dmitry Medvedev met with President of France Nicolas Sarkozy,,,http://en.kremlin.ru/events/president/trips/5960,2009
655,121,80594017,Europe,Germany,DEU,3979000,524,Russia,Dmitry Medvedev,,Germany,,16.7.2009,,High-level Russian-German intergovernmental consultations took place in Munich.,,,http://en.kremlin.ru/events/president/trips/4841,2009
656,121,80594017,Europe,Germany,DEU,3979000,534,Russia,Dmitry Medvedev,,Germany,,31.3.2009,,Dmitry Medvedev and Federal Chancellor of Germany Angela Merkel met with representatives of German business circles,,,http://en.kremlin.ru/events/president/trips/4575,2009
657,121,80594017,Europe,Germany,DEU,3979000,558,Russia,Dmitry Medvedev,,Germany,,6.5.2008,,Dmitry Medvedev held talks with Federal Chancellor of Germany Angela Merkel,,,http://en.kremlin.ru/events/president/trips/4553,2008
658,121,80594017,Europe,Germany,DEU,3979000,569,Russia,Putin,,Germany,,15.10.2007,,President Vladimir Putin and German Chancellor Angela Merkel took part in the closing session of the Petersburg Dialogue Civic Forum,,,http://en.kremlin.ru/events/president/trips/45736,2007
660,121,80594017,Europe,Germany,DEU,3979000,591,Russia,Putin,,Germany,,2.10.2007,,Vladimir Putin arrived in Germany on a working visit,,,http://en.kremlin.ru/events/president/trips/45613,2007
661,121,80594017,Europe,Germany,DEU,3979000,600,Russia,Putin,,Germany,,10.10.2006,,Vladimir Putin arrived in Germany for a working visit,,,http://en.kremlin.ru/events/president/trips/45599,2006
662,121,80594017,Europe,Germany,DEU,3979000,625,Russia,Putin,,Germany,,9.8.2005,,President Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,,,http://en.kremlin.ru/events/president/trips/45562,2005
663,121,80594017,Europe,Germany,DEU,3979000,632,Russia,Putin,,Germany,,4.10.2005,,Vladimir Putin arrived in Hannover for a two-day working visit,,,http://en.kremlin.ru/events/president/trips/45554,2005
664,121,80594017,Europe,Germany,DEU,3979000,638,Russia,Putin,,Germany,,20.12.2004,,President Putin arrived in Hamburg to take part in Russian-German high-level intergovernmental consultations,,,http://en.kremlin.ru/events/president/trips/45546,2004
665,121,80594017,Europe,Germany,DEU,3979000,681,Russia,Putin,,Germany,,2.9.2003,,Russian President Vladimir Putin attended the opening of a series of 2003â2004 Russian-German Culture Encounters,,,http://en.kremlin.ru/events/president/trips/45471,2003
666,121,80594017,Europe,Germany,DEU,3979000,703,Russia,Putin,,Germany,,12.9.2001,,Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,,,http://en.kremlin.ru/events/president/trips/45723,2001
667,121,80594017,Europe,Germany,DEU,3979000,710,Russia,Putin,,Germany,,22.9.2001,,The German newspaper Bild and Focus Magazine published interviews with President Vladimir Putin,,,http://en.kremlin.ru/events/president/trips/48852,2001
669,121,80594017,Europe,Germany,DEU,3979000,824,China,Xi Jinping,,Germany,DÃ¼sseldorf,28.3.2014,29.3.2014,"Xin Jinping Holds Talks with Angela Merkel, Announcing the Establishment of #China-#Germany All-Round Strategic Partnership, #China, #Germany vow to push for open world economy, Chinese, German presidents meet on ties #China #Germany, #China, #Germany establish comprehensive strategic partnership, Chinese president reaffirms adherence to peaceful development, Xi Jinping Visits Chinese Youth Football Players Trained in #Germany #China, Xi urges German entrepreneurs to seize ""#China opportunities"" #Germany, President Xi calls on #China, #Germany to build Silk Road economic belt","Xi Jinping, Angela Merkel, Xi Jinping, Joachim Gauck, Xi Jinping, Angela Merkel, Xi Jinping, Sigmar Gabriel, Hannelore Kraft, Soren Link",http://english.chinamil.com.cn/,http://www.chinavitae.com//vip/index.php?mode=show&id=19381,2014
671,121,80594017,Europe,Germany,DEU,3979000,923,China,Hu Jintao,,Germany,Berlin,11.10.2005,11.11.2005,"Hu Jintao met with German President Horst K, Hu Jintao met with German Parliament speaker Norbert Lammert., Hu Jintao met with Berlin Mayor Klaus Wowereit., Hu Jintao met with German Chancellor Gerhard Schroeder., Hu Jintao met with Angela Merkel, German designated chancellor.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Xu Kuangdi, Horst K, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Norbert Lammert, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Klaus Wowereit, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Gerhard Schroeder, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Angela Merkel",,http://www.chinavitae.com//vip/index.php?mode=show&id=4322,2005
672,121,80594017,Europe,Germany,DEU,3979000,967,China,Jiang Zemin,,Germany,,4.8.2002,13.4.2002,"Tour in Europe,Africa,Iran","Chancellor Gerhard Schroede,  German Democratic Socialist Party Chairman Zimmer, Minister-President Sigmar Gabriel",http://en.people.cn/200204/10/eng20020410_93792.shtml,,2002
673,122,7101510,Europe,Bulgaria,BGR,143100,105,USA,W. BUSH,,Bulgaria,Sofia,6.10.2007,6.11.2007,Met with President Parvanov and Prime Minister Stanishev.,,,,2007
674,122,7101510,Europe,Bulgaria,BGR,143100,564,Russia,Putin,,Bulgaria,,17.1.2008,,President Putin and Bulgarian President Georgi Parvanov officially opened the Year of Russia in Bulgaria,,,http://en.kremlin.ru/events/president/trips/45756,2008
675,122,7101510,Europe,Bulgaria,BGR,143100,679,Russia,Putin,,Bulgaria,,3.1.2003,,President Putin and Bulgaria's President Georgi Parvanov opened the Days of Russian Culture in Bulgaria,,,http://en.kremlin.ru/events/president/trips/48879,2003
676,123,10768477,Europe,Greece,GRC,290500,258,USA,OBAMA,,Greece,Athens,15.11.2016,16.11.2016,Met with President Prokopios Pavlopoulis and Prime Minister Alexios Tsipras.,,,,2016
677,123,10768477,Europe,Greece,GRC,290500,373,Russia,Putin,,Greece,,27.5.2016,,Meeting with Greek President Prokopis Pavlopoulos,,,http://en.kremlin.ru/events/president/trips/52034,2016
678,123,10768477,Europe,Greece,GRC,290500,586,Russia,Putin,,Greece,,15.3.2007,,"Russian President Vladimir Putin, Greek Prime Minister Konstantinos Karamanlis and Bulgarian Prime Minister Sergei Stanishev discussed the realisation of the Burgas â Alexandroupolis project",,,http://en.kremlin.ru/events/president/trips/45624,2007
679,123,10768477,Europe,Greece,GRC,290500,604,Russia,Putin,,Greece,,9.4.2006,,President Vladimir Putin met with Greek Prime Minister Kostas Karamanlis,,,http://en.kremlin.ru/events/president/trips/45592,2006
680,123,10768477,Europe,Greece,GRC,290500,704,Russia,Putin,,Greece,,12.6.2001,,President Vladimir Putin held negotiations with Greek President Konstantinos Stephanopoulos,,,http://en.kremlin.ru/events/president/trips/45564,2001
681,123,10768477,Europe,Greece,GRC,290500,749,China,Xi Jingping,,Greece,Athens,11.10.2019,11.10.2019,Xi Jinping arrived in Greece for state visit,,http://www.xinhuanet.com/english/2019-11/11/c_1210348606.htm,http://chinavitae.com/vip/index.php?mode=show&id=30084,2019
682,123,10768477,Europe,Greece,GRC,290500,821,China,Xi Jinping,,Greece,Rhodes,13.7.2014,13.7.2014,"#China, #Greece agree to enhance comprehensive strategic partnership, #China, #Greece vow to further deepen bilateral ties","Xi Jinping, Antonis Samaras, Xi Jinping, Karolos Papoulias",http://news.xinhuanet.com/english/china/2014-07/14/c_126746192.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20207,2014
683,123,10768477,Europe,Greece,GRC,290500,884,China,Hu Jintao,,Greece,Athens,24.11.2008,25.11.2008,"Hu Jintao held talks with Greek President Karolos Papoulias., Hu Jintao met with Greek Prime Minister Costas Karamanlis.","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Karolos Papoulias, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Costas Karamanlis",http://news.xinhuanet.com/english/2008-11/26/content_10412438.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7090,2008
685,124,80845215,Asia,Turkey,TUR,1670000,146,USA,OBAMA,,Turkey,"Ankara, Istanbul",4.5.2009,4.7.2009,"Met with President Gul and Prime Minister Erdogan; addressed the Grand 
National Assembly.",,,,2009
687,124,80845215,Asia,Turkey,TUR,1670000,305,Russia,Putin,,Turkey,,16.9.2019,,Vladimir Putin arrived in Turkey,,,http://en.kremlin.ru/events/president/trips/61544,2019
688,124,80845215,Asia,Turkey,TUR,1670000,319,Russia,Putin,,Turkey,,19.11.2018,,Ceremony marking the completion of TurkStream gas pipelineâs offshore section,,,http://en.kremlin.ru/events/president/trips/59257,2018
